Date,Close,High,Low,Open,Volume
2015-01-02,26.260456085205078,26.570394419370675,26.177638761404815,26.4117042519015,26480000
2015-01-05,25.76009178161621,26.183095962111732,25.67529382896273,26.141440429219443,41182000
2015-01-06,25.124347686767578,25.846874452934344,25.070293862462776,25.81166587947732,54456000
2015-01-07,25.05045509338379,25.364855973030807,24.976071029769685,25.33807876948925,46918000
2015-01-08,25.137739181518555,25.16699642626597,24.54811092499961,24.86995196750364,73054000
2015-01-09,24.830772399902344,25.221543673525197,24.728122346067824,25.200715907041257,42000000
2015-01-12,24.649276733398438,24.80895629523444,24.34429652631825,24.757382501912144,57138000
2015-01-13,24.88433074951172,25.22154383043746,24.659192240158898,24.922514988303167,60958000
2015-01-14,25.089139938354492,25.204685817337108,24.703826212739322,24.815898905182777,52800000
2015-01-15,24.993925094604492,25.278571236159127,24.894744443607163,25.235924445335655,51068000
2015-01-16,25.31378173828125,25.33312072618188,24.948300783435357,24.951276448892433,49658000
2015-01-20,25.287994384765625,25.569171129443106,25.259728399950568,25.428334942620978,46796000
2015-01-21,25.806211471557617,25.87861302435766,25.270637097389514,25.332624767082294,46356000
2015-01-22,26.6447811126709,26.721149592800394,25.88159004863909,25.935641982816453,56068000
2015-01-23,26.87537384033203,27.04695604247036,26.567915529254652,26.6809813562442,45966000
2015-01-26,26.616018295288086,26.853059463732503,26.385424086678142,26.853059463732503,30932000
2015-01-27,25.845882415771484,26.42063228188283,25.829517201942046,26.352197652881124,39148000
2015-01-28,25.411474227905273,26.06903955847943,25.407507304437367,26.034822242462525,35822000
2015-01-29,25.451147079467773,25.548343324793095,24.96764210595776,25.434781865020337,79018000
2015-01-30,26.657180786132812,26.932406219626575,25.696619620132207,25.737283898903133,121108000
2015-02-02,26.391870498657227,26.605108230868467,25.872165716474527,26.497000586216952,75378000
2015-02-03,26.446420669555664,26.652218298064415,26.12457965499123,26.27979664583379,47062000
2015-02-04,26.089370727539062,26.617504992397134,26.03630816237833,26.438484572025626,33896000
2015-02-05,26.274343490600586,26.316990282581052,26.066559557654234,26.180121018325785,33176000
2015-02-06,26.47518539428711,26.789586336296473,26.21582954045871,26.332862306470247,42938000
2015-02-09,26.247066497802734,26.475180657394134,26.161275400564005,26.335335739677365,30314000
2015-02-10,26.786609649658203,26.82826518596834,26.24161449122016,26.38939327600725,47430000
2015-02-11,26.679492950439453,26.875374215825545,26.580312299499035,26.76528405270726,38306000
2015-02-12,27.07671356201172,27.192257545513392,26.629905910425613,26.761815109488662,48590000
2015-02-13,27.33209991455078,27.400534544362216,27.10596825880114,27.15109508581772,47382000
2015-02-17,27.02712059020996,27.42334568324706,26.940338227851452,27.33210076845686,39174000
2015-02-18,26.910085678100586,27.153078164938613,26.75635747473584,26.96810642191581,31164000
2015-02-19,27.098533630371094,27.11886577042631,26.815869969101037,26.901165453186415,30834000
2015-02-20,26.867938995361328,27.154569576266784,26.684456000266565,27.154569576266784,38234000
2015-02-23,26.53072166442871,26.743959391760264,26.381951640914796,26.729082956922916,32906000
2015-02-24,26.711727142333984,26.748918230341577,26.332361019234753,26.35963574491601,28406000
2015-02-25,27.142169952392578,27.253251372623044,26.679988387179915,26.70131367413935,40836000
2015-02-26,27.73526954650879,27.77692508208699,27.031088581871714,27.06332338324558,54032000
2015-02-27,27.900897979736328,28.237615421126364,27.623192541897847,27.678733251122836,68328000
2015-03-02,28.51531982421875,28.563422317291515,27.926684766133675,28.1176078515459,50406000
2015-03-03,28.702274322509766,28.80442874196286,28.29117093318906,28.581272761688712,50526000
2015-03-04,28.679466247558594,28.8431127286666,28.391346893614564,28.612022869052083,37964000
2015-03-05,28.83319664001465,28.920970266996278,28.674508339124955,28.743438605293548,35918000
2015-03-06,28.41019058227539,28.900140632343085,28.368535047860103,28.86146076348798,37592000
2015-03-09,28.469697952270508,28.536643805751243,28.219267227431153,28.312000921050046,23478000
2015-03-10,27.76304054260254,28.25447939633866,27.761551763889795,28.191002941820056,40080000
2015-03-11,27.556745529174805,27.977765341311013,27.542860350251907,27.76056066028267,40524000
2015-03-12,27.8284969329834,27.861721098304436,27.54880897428897,27.695098967604835,35602000
2015-03-13,27.423341751098633,27.986686419770106,27.29093695033014,27.73228880850958,35428000
2015-03-16,27.851806640625,27.956441108422055,27.340035660068505,27.618236750928325,36856000
2015-03-17,27.651958465576172,27.802215392654798,27.493270170559015,27.685678262189203,28892000
2015-03-18,28.07595443725586,28.093310910720167,27.448141943417497,27.65790840369397,35324000
2015-03-19,27.95247459411621,28.11562544397336,27.875610482209485,27.994625759244823,24660000
2015-03-20,28.015947341918945,28.122566212036446,27.992641430387078,28.10322722392035,44320000
2015-03-23,28.036775588989258,28.248526445963858,27.92222287007759,28.068017239601534,30234000
2015-03-24,28.640289306640625,28.855509568803893,28.171660758825556,28.193977304775633,79156000
2015-03-25,28.11760902404785,28.765751743445072,28.11760902404785,28.641776396682705,53070000
2015-03-26,27.950986862182617,28.12703353106794,27.686672827775492,28.001073768246066,49842000
2015-03-27,27.648983001708984,27.97231092538727,27.618236978800084,27.861227604693646,34552000
2015-03-30,27.827011108398438,27.87759364275053,27.611295204391645,27.782877426269927,24788000
2015-03-31,27.50765037536621,27.891972812931563,27.506161596720883,27.668321182815355,34932000
2015-04-01,27.249284744262695,27.69609046649813,27.07770253910586,27.514096269795537,38902000
2015-04-02,26.84363555908203,27.175392918273534,26.800491249828205,27.146135677649177,47760000
2015-04-06,26.97455596923828,27.05340448591427,26.56543694970901,26.721149575441377,33718000
2015-04-07,27.019683837890625,27.28251097577977,26.956704904607637,27.026130798260336,27318000
2015-04-08,27.21705436706543,27.348965468163446,27.076218159845595,27.076218159845595,28386000
2015-04-09,27.1763858795166,27.24333362363883,26.875374520588284,27.23539977682197,32366000
2015-04-10,27.20217514038086,27.26713848033599,27.025634743344284,27.25325330182428,26104000
2015-04-13,27.207136154174805,27.43673914422065,27.091096532410475,27.128289519213894,29326000
2015-04-14,26.767765045166016,27.104482506404334,26.567421220305313,27.104482506404334,47206000
2015-04-15,26.830249786376953,26.93686866461666,26.40030297870069,26.67751281880942,46962000
2015-04-16,26.953231811523438,27.03802976523538,26.68445336019386,26.696849759396873,31722000
2015-04-17,26.41864776611328,26.76875475627133,26.23318227975601,26.645275047205896,49234000
2015-04-20,27.00331687927246,27.066297700203453,26.44889913211863,26.46873564094278,38508000
2015-04-21,26.92347526550293,27.16398771633534,26.88826669436172,27.091586166620782,29128000
2015-04-22,27.233909606933594,27.324163257933787,26.84413149919235,26.93041822698677,31806000
2015-04-23,27.64451789855957,27.82849840263682,27.27854318975196,27.294908404656667,78184000
2015-04-24,28.447879791259766,28.99535497300244,28.184555138354348,28.76476075023351,92168000
2015-04-27,28.07396697998047,28.54011356789585,27.88453267944171,28.403741831693786,48062000
2015-04-28,27.987186431884766,28.15876864299682,27.81808425736251,27.984706395294968,37178000
2015-04-29,27.839406967163086,28.060082925372953,27.720887326741288,27.7957670261414,33622000
2015-04-30,27.213581085205078,27.825523999179275,27.111922280020128,27.69906861016574,47240000
2015-05-01,27.33209991455078,27.33507557998348,26.969594628131464,27.299865115457823,36572000
2015-05-04,27.4154109954834,27.606332186816516,27.145143770469065,27.32366856282467,35260000
